,Customer ID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase,cluster
0,12346.0,12,66.75,8370.08,1059.7575,12717.09,0.0,0.0,1.5903795601037658,1.306195049339118,0.0,14,294,5
1,12347.0,2,89.5,224.1,156.8,313.6,76.28507653061224,107.04719387755102,88.1218112244898,45.10204081632653,105.42091836734693,295,366,0
2,12348.0,1,1051.11,1051.11,1051.11,1051.11,14.51418024754783,6.621571481576619,0.0,0.0,0.0,32,32,4
3,12349.0,3,348.25,790.41,572.52,1717.56,58.2425068119891,34.0541232911805,9.484384824984279,38.87724446307553,14.497310137637115,86,116,0
4,12351.0,1,170.71,170.71,170.71,170.71,50.34854431492004,60.03163259328686,17.397926307773417,0.0,48.50330970651983,56,56,0
5,12352.0,2,16.35,361.71,189.03,378.06,9.085859387398825,38.4859546103793,0.0,12.80220070888219,30.563931651060685,265,301,0
6,12353.0,1,344.85,344.85,344.85,344.85,8.142670726402782,42.679425837320565,28.882122662026966,0.0,12.44019138755981,181,181,0
7,12355.0,1,357.0,357.0,357.0,357.0,39.63025210084034,32.93557422969188,37.689075630252105,22.212885154061627,4.285714285714286,15,15,0
8,12356.0,3,148.05,325.56,218.56333333333336,655.69,254.75910872515973,95.84559776723755,23.187786911497813,100.79915813875459,68.39360063444616,44,354,0
9,12357.0,2,43.2,1267.53,655.365,1310.73,101.93022208998039,84.26449383168159,176.9075248144164,412.06045486103164,146.46036941246484,188,246,0
10,12358.0,3,51.0,356.40000000000003,182.85000000000002,548.5500000000001,62.801932367149746,68.4914775316744,13.490110290766566,336.83347005742405,14.055236532677057,212,331,0
11,12359.0,6,30.0,651.18,296.51666666666665,1779.1,33.77831487830926,23.85026136810747,35.46175032319712,26.17278399190602,19.535158226069363,10,311,0
12,12360.0,5,36.13,1083.05,589.038,2945.19,21.074361925716165,18.723749571334956,4.872351189566717,0.0,7.985902437533741,28,183,0
13,12361.0,3,201.60000000000002,304.7,246.02,738.0600000000001,6.097065279245589,22.35590602390049,0.0,0.0,15.086849307644362,170,366,0
14,12362.0,1,130.0,130.0,130.0,130.0,100.0,0.0,0.0,0.0,0.0,2,2,0
15,12366.0,1,389.4,389.4,389.4,389.4,0.0,128.4643040575244,0.0,0.0,0.0,30,30,0
16,12368.0,1,988.0400000000001,988.0400000000001,988.0400000000001,988.0400000000001,26.32484514796971,22.154973482854945,3.0059511760657465,27.79239706894458,13.602688150277316,134,134,4
17,12369.0,3,224.94,525.18,371.3666666666666,1114.1,60.283637016425814,60.75576698680549,9.868952517727312,8.913023965532718,20.949645453729474,63,242,0
18,12370.0,3,70.6,324.3,178.73333333333335,536.2,49.83215218202163,31.298023125699366,27.527042148452068,13.65162252890712,22.15591197314435,70,242,0
19,12371.0,3,218.78,5525.28,2015.5266666666666,6046.58,7.553360742766986,5.35426637868018,11.621445511346911,4.102318996854421,7.412454643782105,165,227,5
20,12373.0,2,381.36,488.88,435.12,870.24,30.405405405405407,25.96984739841883,3.4128516271373415,5.481246552675125,22.413357234785806,246,326,0
21,12374.0,3,19.799999999999997,727.83,293.15333333333336,879.46,34.3392536329111,115.9620676324108,41.59939053510108,12.212039205876332,51.304209401223474,7,235,0
22,12376.0,2,239.93,545.22,392.57500000000005,785.1500000000001,21.779277844997768,20.212698210533013,5.8141756352289375,0.0,16.277144494682545,105,358,0
23,12377.0,2,62.5,239.9,151.2,302.4,133.452380952381,215.09259259259258,87.56613756613758,11.805555555555557,146.7261904761905,123,176,0
24,12378.0,1,126.24,126.24,126.24,126.24,289.25063371356146,346.9423320659062,245.8412547528517,160.3453738910013,72.71863117870723,369,369,0
25,12379.0,2,235.5,4453.799999999999,2344.6499999999996,4689.299999999999,2.88742456230141,7.665962936898898,3.6146119889962263,0.42437037510929143,1.7849145927963666,46,265,4
26,12380.0,7,47.400000000000006,679.08,280.33857142857147,1962.3700000000001,131.32131045623404,78.15957235383745,57.01269383449604,28.817195533971674,44.894693661236154,20,357,0
27,12385.0,1,452.58,452.58,452.58,452.58,90.6580052145477,110.43351451677053,55.96800565645853,109.52759733085864,58.39851517963675,354,354,0
28,12386.0,1,171.15,171.15,171.15,171.15,25.241016652059596,58.194566170026285,0.0,57.4934268185802,10.341805433829974,22,22,0
29,12387.0,1,309.09000000000003,309.09000000000003,309.09000000000003,309.09000000000003,24.051247209550613,22.51771328739202,0.0,0.0,0.0,181,181,0
30,12388.0,2,165.65,533.8,349.72499999999997,699.4499999999999,12.867252841518336,31.138751876474373,39.81699907069841,25.948959897061986,50.41818571734935,59,266,0
31,12389.0,3,112.88,1000.65,459.22666666666663,1377.6799999999998,2.2341908135416064,42.201382033563675,43.21395389350213,5.131815806283027,11.258057023401664,233,311,0
32,12391.0,5,15.299999999999999,1009.9399999999999,505.95,2529.75,23.106631090028657,17.81757090621603,16.562901472477517,13.339262773001284,18.49392232434035,80,298,0
33,12392.0,1,1252.95,1252.95,1252.95,1252.95,0.0,1.1971746677840296,3.22039985633904,3.0168801628157547,11.301328863881242,245,245,4
34,12393.0,2,297.29,4045.0,2171.145,4342.29,2.7566099915021796,10.687908914420733,1.5452675892213554,1.1434058987308542,2.1555446550092237,216,234,4
35,12395.0,4,240.0,728.9200000000001,472.30500000000006,1889.2200000000003,41.62882035972517,25.183938344925416,17.779824477826825,4.292776913223446,19.553043054805684,22,276,0
36,12396.0,1,307.74,307.74,307.74,307.74,49.831026190940406,150.282706180542,9.748488984207446,38.6040163774615,54.20159875219341,310,310,0
37,12399.0,3,178.95000000000002,522.73,320.4766666666667,961.4300000000001,49.86322457173169,21.530428632349725,6.2407039514057185,0.0,11.155258313137722,13,238,0
38,12400.0,1,190.03,190.03,190.03,190.03,10.735147082039678,26.206388464979213,40.28311319265379,0.0,30.784612955849077,369,369,0
39,12402.0,5,145.15,430.58,254.92400000000004,1274.6200000000001,9.995135805181151,43.095196999890156,1.8240730570679888,0.0,24.99568498846715,52,298,0
40,12403.0,1,367.2,367.2,367.2,367.2,9.803921568627452,0.0,151.32352941176472,0.0,0.0,265,265,0
41,12404.0,1,15.58,15.58,15.58,15.58,405.9050064184852,0.0,0.0,0.0,0.0,218,218,0
42,12406.0,3,142.35,236.2,176.29999999999998,528.9,50.1342408772925,203.89487615806394,156.43788996029497,51.06825486859521,66.25070901871808,25,157,0
43,12408.0,3,23.6,292.2,168.92999999999998,506.78999999999996,96.81919532745322,115.55081986621676,49.42875747350974,3.354446614968725,18.409992304504826,18,372,0
